,id,titulo,moneda,precio_usado,marca,modelo,version,condicion,anio_vehiculo,kilometraje,potencia,transmision,control_traccion,tipo_combustible,puertas,aire_acondicionado,color,tienda_oficial,id_seller,nickname,fecha_baja_publicacion,tipo_anuncio,enlace_publicacion,cat_kilometros,segmento_economico,precio_nuevo,depreciacion
281,MLU642457937,Chevrolet Onix 1.0 Lt Joy - Financio / Permuto,USD,11990.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2018,120000,78 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,73680556,PUNTO-CARRASCO,2024-11-07T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-642457937-chevrolet-onix-10-lt-joy-financio-permuto-_JM,Bastante kilometraje,Gama media,18990.0,36.86150605581886
282,MLU683914688,Chevrolet Onix Joy Entrega 6500 Y Cuotas,USD,12290.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2017,92000,78 hp,Manual,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,160410676,K MOTORS.UY,2024-10-20T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-683914688-chevrolet-onix-joy-entrega-6500-y-cuotas-_JM,Moderado kilometraje,Gama media,18990.0,35.28172722485519
283,MLU642317169,Chevrolet Onix Joy Unicodueño Automotoratopcar Usd 6000 +cuo,USD,11900.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2019,189000,78 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,311304903,TOPCAR AV.JOSEBELLONI6328,2024-11-05T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642317169-chevrolet-onix-joy-unicodueno-automotoratopcar-usd-6000-cuo-_JM,Mucho kilometraje,Gama media,18990.0,37.33543970510795
284,MLU686268158,Chevrolet Onix Joy Lt 1.0 Automotoratopcar Usd 6000 + Cuotas,USD,12500.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2018,94000,78 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,311304903,TOPCAR AV.JOSEBELLONI6328,2024-11-05T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-686268158-chevrolet-onix-joy-lt-10-automotoratopcar-usd-6000-cuotas-_JM,Moderado kilometraje,Gama media,18990.0,34.17588204318062
285,MLU686734788,Chevrolet Onix Joy Lt 1.0 Caja De Sexta 100% Financiado,USD,12500.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2018,96000,78 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,163030685,NGONCALVES352,2024-11-08T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-686734788-chevrolet-onix-joy-lt-10-caja-de-sexta-100-financiado-_JM,Moderado kilometraje,Gama media,18990.0,34.17588204318062
286,MLU677551170,Chevrolet Onix Joy Lt 1.0 2018,USD,12900.0,Chevrolet,Onix,1.0 Lt 78cv,Usado,2018,115953,78 hp,Manual,Delantera,Nafta,5,Sí,Plateado,Tienda no oficial,125289335,NOGAR AUTOMOVILES,2024-08-22T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-677551170-chevrolet-onix-joy-lt-10-2018-_JM,Bastante kilometraje,Gama media,18990.0,32.069510268562404
287,MLU686427900,Peugeot Nissan Renault 208 Kicks,USD,21490.0,Fiat,Strada,1.3 Volcano,Usado,2022,29700,99 hp,Manual,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,297236176,CASE7397470,2024-08-08T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686427900-peugeot-nissan-renault-208-kicks-_JM,Pocos kilometraje,Gama media,22490.0,4.44642063139173
288,MLU686415976,Renault Oroch,USD,14600.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2018,71000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Rojo,Tienda no oficial,35320383,BAUIRE,2024-08-08T04:00:15.943Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686415976-renault-oroch-_JM,Moderado kilometraje,Gama media,23840.0,38.758389261744966
289,MLU684476608,Renault Oroch 1.6 - 2021 - 47.000km ,USD,18500.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2021,47000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Gris,Tienda no oficial,140287583,MAJO_TRAILERS,2024-07-25T04:00:14.191Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-684476608-renault-oroch-16-2021-47000km-_JM,Pocos kilometraje,Gama media,23840.0,22.399328859060404
290,MLU687210846,Renault Oroch 1.6 2020,USD,15000.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2020,130000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Gris,Tienda no oficial,161124501,GGUGLIEL_1973,2024-08-16T04:00:34.127Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687210846-renault-oroch-16-2020-_JM,Bastante kilometraje,Gama media,23840.0,37.080536912751676
291,MLU676688250,Renault Oroch,USD,15900.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2016,170000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Plateado,Tienda no oficial,1720721333,VALENTIN_Y_PAZ_COMPANY,2024-08-19T15:22:43.971Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-676688250-renault-oroch-_JM,Bastante kilometraje,Gama media,23840.0,33.30536912751678
292,MLU686558562,Renault Oroch Expression 1.6,USD,14490.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2017,136000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Gris,Tienda no oficial,52716364,2000CARS,2024-08-10T04:00:15.450Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686558562-renault-oroch-expression-16-_JM,Bastante kilometraje,Gama media,23840.0,39.219798657718115
293,MLU642761841,Renault Oroch 1.6,USD,14490.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2017,80000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Blanco,Tienda no oficial,1163642499,GALLINAL AUTOMOVILES1964,2024-11-13T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642761841-renault-oroch-16-_JM,Moderado kilometraje,Gama media,23840.0,39.219798657718115
294,MLU681892006,Renault Oroch 1.6,USD,14990.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2016,105000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Negro,Tienda no oficial,1163642499,GALLINAL AUTOMOVILES1964,2024-10-08T06:53:58.265Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-681892006-renault-oroch-16-_JM,Bastante kilometraje,Gama media,23840.0,37.12248322147651
295,MLU639888747,Renault Oroch Expression 1.6,USD,15900.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2019,108000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Negro,Tienda no oficial,256016064,MVDMOTORS,2024-09-08T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-639888747-renault-oroch-expression-16-_JM,Bastante kilometraje,Gama media,23840.0,33.30536912751678
296,MLU682825898,Renault Oroch,USD,15900.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2018,119000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Rojo,Tienda no oficial,410674845,CARSELLER.UY,2024-10-15T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-682825898-renault-oroch-_JM,Bastante kilometraje,Gama media,23840.0,33.30536912751678
297,MLU642619021,Renault Oroch Expression 1.6 2017,USD,16200.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2017,106314,110 hp,Manual,4x2,Nafta,4,Sí,Gris,Tienda no oficial,1158030466,RYR AUTOMOVILES,2024-11-09T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642619021-renault-oroch-expression-16-2017-_JM,Bastante kilometraje,Gama media,23840.0,32.04697986577181
298,MLU642299155,Renault Oroch 1.6,USD,14900.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2017,130000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Blanco,Tienda no oficial,212546000,RENAULTPUNTADELESTE,2024-11-05T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642299155-renault-oroch-16-_JM,Bastante kilometraje,Gama media,23840.0,37.5
299,MLU681591972,"Renault Oroch 1.6, Excelente Estado!!",USD,15500.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2017,139000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Plateado,Tienda no oficial,53214438,COPPOLA AUTOMÓVILES,2024-10-02T19:51:53.595Z,silver,https://auto.mercadolibre.com.uy/MLU-681591972-renault-oroch-16-excelente-estado-_JM,Bastante kilometraje,Gama media,23840.0,34.98322147651007
300,MLU680717632,Renault Oroch Muy Buen Estado,USD,16800.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2018,88000,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Gris,Tienda no oficial,130704000,JORGE.TUB.AUTOMOTORES,2024-09-25T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-680717632-renault-oroch-muy-buen-estado-_JM,Moderado kilometraje,Gama media,23840.0,29.53020134228188
301,MLU685179796,Reanult Oroch,USD,17500.0,Renault,Duster Oroch,1.6 Dynamique,Usado,2021,38500,110 hp,Manual,4x2,Nafta,4,aire_acondicionado_no_especificado,Gris,Tienda no oficial,83593164,RENZO338,2024-07-31T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685179796-reanult-oroch-_JM,Pocos kilometraje,Gama media,23840.0,26.593959731543627
302,MLU685051200,Toyota Cotolla Cross 1.8 Seg Hybrid Extrafull 2022,USD,37900.0,Toyota,Corolla Cross,1.8 Seg Hybrid E-cvt,Usado,2022,44000,146 hp,Automática,4x2,Híbrido,5,Sí,Gris,Tienda no oficial,398499702,AUTONEGOCIOSUY,2024-07-29T04:00:11.279Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685051200-toyota-cotolla-cross-18-seg-hybrid-extrafull-2022-_JM,Pocos kilometraje,Gama media alta,44740.0,15.288332588287886
303,MLU641875237,Volkswagen T-cross 2021 1.6 Trendlinde At,USD,26900.0,Volkswagen,T-Cross,1.6 Trendlinde At,Usado,2021,27000,110 hp,Automática,4x2,Nafta,5,Sí,Blanco,Tienda no oficial,112974135,ALEJANDROTORRES792,2024-07-31T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-641875237-volkswagen-t-cross-2021-16-trendlinde-at-_JM,Pocos kilometraje,Gama media alta,30490.0,11.774352246638243
304,MLU687068130,Toyota Corolla Croos Impecable 40000 Km Unica Permuto Sedan,USD,38500.0,Toyota,Corolla Cross,1.8 Seg Hybrid E-cvt,Usado,2023,40000,146 hp,Automática,4x2,Híbrido,5,Sí,Gris,Tienda no oficial,230041132,LOAN1749673,2024-08-14T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687068130-toyota-corolla-croos-impecable-40000-km-unica-permuto-sedan-_JM,Pocos kilometraje,Gama media alta,44740.0,13.94725078229772
305,MLU642442507,Mazda Cx-30 2.5,USD,41900.0,Volkswagen,Tiguan,2.0 Tsi Highline At,Usado,2018,55000,180 hp,Automática,4x4,Nafta,5,Sí,Negro,Tienda no oficial,277468025,CARA3897843,2024-08-09T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642442507-mazda-cx-30-25-_JM,Moderado kilometraje,Gama alta,76140.0,44.96979248752299
306,MLU681039712,Renault Kwid Intense - Motorland Permuto / Financio,USD,11790.0,Renault,Kwid,Intense,Usado,2018,67866,75 hp,Manual,control_traccion_no_especificado,Nafta,5,Sí,Negro,Tienda no oficial,560216640,MOTORLAND BARRACARRASCO,2024-09-27T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-681039712-renault-kwid-intense-motorland-permuto-financio-_JM,Moderado kilometraje,Gama media,15490.0,23.886378308586185
307,MLU685824216,Nissan Kicks Exclusive ,USD,29990.0,Nissan,Kicks,1.6 Exclusive At,Usado,2023,13000,118 hp,Automática,Delantera,Nafta,5,Sí,Negro,GL Motors,105651108,GLMOTORS2,2024-11-01T17:18:53.758Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685824216-nissan-kicks-exclusive-_JM,Como nuevo,Gama media alta,34740.0,13.67299942429476
308,MLU685354188,Nissan Kicks 1.6 Advance At,USD,19990.0,Nissan,Kicks,1.6 Advance At,Usado,2018,103000,118 hp,Automática,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,162303576,GONZALO GARAGE,2024-10-30T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685354188-nissan-kicks-16-advance-at-_JM,Bastante kilometraje,Gama media alta,31990.0,37.51172241325414
309,MLU686566818,Nissan Versa New Exclusive ((gl Motors)) Financiamos 100% ,USD,21990.0,Nissan,Versa,1.6 Exclusive At,Usado,2022,90000,106 hp,Automática,Delantera,Nafta,4,Sí,Negro,GL Motors,176990128,GL MOTORS.AUTOMOTORA,2024-11-08T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686566818-nissan-versa-new-exclusive-gl-motors-financiamos-100-_JM,Moderado kilometraje,Gama media alta,30990.0,29.04162633107454
310,MLU687009396,Suzuki Swift 2015 1.2 Gl 5p,USD,14000.0,Suzuki,Swift,1.2 Gl 5p,Usado,2015,82200,87 hp,Manual,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,42377346,LUISDUDOY,2024-08-12T04:00:12.189Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687009396-suzuki-swift-2015-12-gl-5p-_JM,Moderado kilometraje,Gama media,19656.666666666668,28.777344412413097
311,MLU683062498,Honda Ridgeline 3.5 V6 4x4 At,USD,47990.0,Honda,Ridgeline,3.5 Rtlt V6 4x4 At,Usado,2020,73200,250 hp,Automática,4x4,Nafta,5,Sí,Negro,Tienda no oficial,386635677,ENRIQUE SHAW_AUTOMOVILES,2024-10-16T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-683062498-honda-ridgeline-35-v6-4x4-at-_JM,Moderado kilometraje,Gama alta,61900.0,22.47172859450727
312,MLU686038386,Bmw Serie 2 2.0 220i 245 Hp,USD,36000.0,BMW,Serie 2,2.0 220i Sport Line 184cv,Usado,2019,41000,184 hp,Automática,Trasera,Nafta,2,Sí,Negro,Tienda no oficial,93959270,SANCHOPUB,2024-08-04T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686038386-bmw-serie-2-20-220i-245-hp-_JM,Pocos kilometraje,Gama alta,83990.0,57.137754494582694
313,MLU683251728,Suzuki Swift Gls Hybrid,USD,20990.0,Suzuki,Swift,1.2 Hybrid Dualjet Shvs Gls Mt,Usado,2023,18000,potencia_no_especificado,Manual,Delantera,Híbrido,5,Sí,Negro,Tienda no oficial,419048181,JPAUTOMVILES,2024-10-17T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-683251728-suzuki-swift-gls-hybrid-_JM,Pocos kilometraje,Gama media,23056.666666666668,8.96342344947232
314,MLU686428072,Renault Kwid,USD,12890.0,Renault,Kwid,1.0 Sce 66cv Intense,Usado,2022,35134,66 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,150568483,ECSJP,2024-08-08T04:00:15.740Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686428072-renault-kwid-_JM,Pocos kilometraje,Gama media,15354.545454545454,16.05091770278271
315,MLU641724689,Chevrolet Onix Lt 1.4 2018,USD,12900.0,Chevrolet,Onix,LT,Usado,2018,109,98 hp,Manual,control_traccion_no_especificado,Nafta,5,Sí,Negro,Tienda no oficial,35631396,SHOPPINGCAR26,2024-10-25T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-641724689-chevrolet-onix-lt-14-2018-_JM,Pocos kilometraje,Gama media,18990.0,32.069510268562404
316,MLU686177146,"Jetour X70 Plus 2023, Impecable 16.0000 Km.",USD,31900.0,Jetour,X70 Plus,1.5t Luxury At,Usado,2023,16300,156 hp,Automática,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,155222761,RICHARDASTENGO,2024-08-07T17:59:24.658Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686177146-jetour-x70-plus-2023-impecable-160000-km-_JM,Pocos kilometraje,Gama media alta,36990.0,13.760475804271424
317,MLU687117264,Nissan Kicks Advance Cvt Con Cámara Incorporada ,USD,20400.0,Nissan,Kicks,1.6 Advance At,Usado,2018,85300,118 hp,Automática,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,202179092,IGNACIOTUDURI,2024-08-13T04:00:14.609Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687117264-nissan-kicks-advance-cvt-con-camara-incorporada-_JM,Moderado kilometraje,Gama media alta,31990.0,36.23007189746796
318,MLU686609708,Chevrolet Onix Ltz 1.0 Turbo C/64925,USD,21490.0,Chevrolet,Onix,1.0T Hb Ltz,Usado,2024,4758,115 hp,Manual,Delantera,Nafta,4,Sí,Negro,CARPER USADOS,129721160,CARPER.,2024-11-07T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686609708-chevrolet-onix-ltz-10-turbo-c64925-_JM,Como nuevo,Gama media,23023.333333333332,6.6599102359924665
319,MLU642477447,Fiat Toro 1.8 Freedom At6 Fwd,USD,24500.0,Fiat,Toro,1.8 Freedom At6 Fwd,Usado,2023,22700,87 hp,Automática,Delantera,Nafta,2,Sí,Negro,Tienda no oficial,1187855245,DANIELBUENO 022022,2024-08-08T04:00:23.260Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642477447-fiat-toro-18-freedom-at6-fwd-_JM,Pocos kilometraje,Gama media,29890.0,18.0327868852459
320,MLU679868732,Peugeot 208 Active 1.2 2015 Impecable! Aerocar,USD,14990.0,Peugeot,208,Active,Usado,2015,88000,potencia_no_especificado,Automática,control_traccion_no_especificado,Nafta,5,Sí,Negro,Tienda no oficial,482893325,AEROCAR2020,2024-09-14T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-679868732-peugeot-208-active-12-2015-impecable-aerocar-_JM,Moderado kilometraje,Gama media,22990.0,34.797738147020446
321,MLU640554407,Toyota Hilux Srv ,USD,32500.0,Toyota,Hilux,Srv,Usado,2013,317300,160 hp,Manual,4x2,Diésel,4,Sí,Blanco,Tienda no oficial,188917387,OLIVERA AUTOMOTORES,2024-10-04T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-640554407-toyota-hilux-srv-_JM,Excesivo kilometraje,Gama media alta,57418.57142857143,43.39810414748837
322,MLU641619847,Renault Kwid ,USD,11990.0,Renault,Kwid,1.0 Sce 66cv Zen,Usado,2019,84000,66 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,70182418,PAK AUTOMOVILES,2024-10-23T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-641619847-renault-kwid-_JM,Moderado kilometraje,Gama baja,14521.25,17.43135060686924
323,MLU681560078,Honda Cr-v 2018 1.5t Ex-l 4x4 Aut,USD,39900.0,Honda,CR-V,1.5t Ex-l 4x4 Aut,Usado,2018,75000,190 hp,Automática,4x4,Nafta,5,Sí,Negro,Tienda no oficial,384360201,AMAYA FABIANDASILVA,2024-10-03T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-681560078-honda-cr-v-2018-15t-ex-l-4x4-aut-_JM,Moderado kilometraje,Gama alta,70900.0,43.723554301833566
324,MLU685010600,Renault Kwid 1.0 Sce 66cv Zen,USD,11900.0,Renault,Kwid,1.0 Sce 66cv Zen,Usado,2018,110000,66 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,588872499,AMAYAPUENTE VENTASJOSE,2024-10-26T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-685010600-renault-kwid-10-sce-66cv-zen-_JM,Bastante kilometraje,Gama baja,14521.25,18.05113196178015
325,MLU686610620,Jetour X70 Confort Manual Unico Dueño,USD,24490.0,Jetour,X70,1.5t Comfort Mt,Usado,2022,30000,147 hp,Manual,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,87208420,AMAYAMOTORS,2024-11-08T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-686610620-jetour-x70-confort-manual-unico-dueno-_JM,Pocos kilometraje,Gama media,26902.5,8.967568069881981
326,MLU681612112,Honda Cr-v 2018 1.5t Ex-l 4x4 Aut Único Dueño Ficha Oficial,USD,39900.0,Honda,CR-V,1.5t Ex-l 4x4 Aut,Usado,2018,75000,190 hp,Automática,4x4,Nafta,5,Sí,Negro,Tienda no oficial,588872499,AMAYAPUENTE VENTASJOSE,2024-10-03T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-681612112-honda-cr-v-2018-15t-ex-l-4x4-aut-unico-dueno-ficha-oficial-_JM,Moderado kilometraje,Gama alta,70900.0,43.723554301833566
327,MLU685206464,Chevrolet Equinox 1.5t Premier 4wd At,USD,29900.0,Chevrolet,Equinox,1.5t Premier 4wd At,Usado,2019,49000,170 hp,Automática,4x4,Nafta,5,Sí,Negro,Tienda no oficial,77528586,G.ARISPE AUTOMOTORES,2024-10-29T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-685206464-chevrolet-equinox-15t-premier-4wd-at-_JM,Pocos kilometraje,Gama media alta,48490.0,38.337801608579085
328,MLU684485058,Volkswagen Saveiro Doble Cabina 1.6 2015 Impecable! Aerocar,USD,16490.0,Volkswagen,Saveiro,Doble Cabina,Usado,2015,156000,115 hp,Manual,control_traccion_no_especificado,Nafta,2,Sí,Negro,Tienda no oficial,143556709,AEROCAR2013,2024-10-23T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-684485058-volkswagen-saveiro-doble-cabina-16-2015-impecable-aerocar-_JM,Bastante kilometraje,Gama media,19290.0,14.515292897874547
329,MLU680506082,Renault Kwid Zen 1.0 Mt ,USD,12500.0,Renault,Kwid,1.0 Sce 66cv Zen,Usado,2018,79000,66 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,188917387,OLIVERA AUTOMOTORES,2024-09-22T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-680506082-renault-kwid-zen-10-mt-_JM,Moderado kilometraje,Gama baja,14521.25,13.919256262374107
330,MLU687029432,Volkswagen Nivus Comfortline Autom,USD,24400.0,Volkswagen,Nivus,1.0 Tsi 200 Comfortline,Usado,2021,72000,116 hp,Automática,4x2,Nafta,5,Sí,Blanco,Tienda no oficial,117017829,MACROMOTORS,2024-11-12T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-687029432-volkswagen-nivus-comfortline-autom-_JM,Moderado kilometraje,Gama media,28440.0,14.20534458509142
331,MLU679004714,Bmw 118i - Permuta - Financiación,USD,28500.0,BMW,Serie 1,1.5 118i Active 136cv,Usado,2018,72128,136 hp,Automática,Trasera,Nafta,5,Sí,Negro,Tienda no oficial,37123674,APPOLONI-AUTOMOVILES,2024-09-04T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-679004714-bmw-118i-permuta-financiacion-_JM,Moderado kilometraje,Gama media alta,38990.0,26.904334444729415
332,MLU685786718,Citroen C3 Feel ,USD,15500.0,Citroën,C3,1.2 Pure Tech 110 5v Feel Europa,Usado,2018,84000,110 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,188917387,OLIVERA AUTOMOTORES,2024-11-01T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-685786718-citroen-c3-feel-_JM,Moderado kilometraje,Gama media,17740.0,12.62683201803833
333,MLU680681878,Volkswagen T-cross Trendline Automatica,USD,23400.0,Volkswagen,T-Cross,1.6 Trendlinde At,Usado,2021,97500,110 hp,Automática,4x2,Nafta,5,Sí,Gris,Tienda no oficial,117017829,MACROMOTORS,2024-09-24T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-680681878-volkswagen-t-cross-trendline-automatica-_JM,Moderado kilometraje,Gama media alta,30490.0,23.253525746146277
334,MLU684431996,Chevrolet Onix Rs 1.0 T Año 2022 Extra Full Al Dia 19900 U$s,USD,19900.0,Chevrolet,Onix,1.0t Rs,Usado,2022,54000,115 hp,Manual,Delantera,Nafta,4,Sí,Negro,Tienda no oficial,208892035,DANELLOSERGIO,2024-10-23T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-684431996-chevrolet-onix-rs-10-t-ano-2022-extra-full-al-dia-19900-us-_JM,Moderado kilometraje,Gama media,23690.0,15.998311523849726
335,MLU639737739,Renault Kwid Año 2019 Full Al Dia 9900 Dolares,USD,9900.0,Renault,Kwid,1.0 Sce 66cv Zen,Usado,2019,120000,66 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,208892035,DANELLOSERGIO,2024-09-06T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-639737739-renault-kwid-ano-2019-full-al-dia-9900-dolares-_JM,Bastante kilometraje,Gama baja,14521.25,31.824050959800292
336,MLU642491357,Nissan New Versa Exclusive Cvt,USD,22000.0,Nissan,Versa,1.6 Exclusive At,Usado,2021,60000,106 hp,Automática,Delantera,Nafta,4,Sí,Negro,Tienda no oficial,454875310,PIDENOSA,2024-11-06T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642491357-nissan-new-versa-exclusive-cvt-_JM,Moderado kilometraje,Gama media alta,30990.0,29.009357857373345
337,MLU686429074,Fiat Toro 1.8 Freedom At6 Fwd,USD,23500.0,Fiat,Toro,1.8 Freedom At6 Fwd,Usado,2021,47000,87 hp,Automática,Delantera,Nafta,2,Sí,Negro,Tienda no oficial,1430102364,QUIEROUNAUTOUY,2024-11-06T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-686429074-fiat-toro-18-freedom-at6-fwd-_JM,Pocos kilometraje,Gama media,29890.0,21.378387420541987
338,MLU679973578,Toyota Hilux,USD,40500.0,Toyota,Hilux,2.4 D.cab. T.dsl Dx,Usado,2021,113000,150 hp,Manual,4x2,Diésel,4,Sí,Blanco,Tienda no oficial,117017829,MACROMOTORS,2024-09-18T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-679973578-toyota-hilux-_JM,Bastante kilometraje,Gama media alta,54823.333333333336,26.126345230133158
339,MLU680683094,Toyota Rav4 2020 2.5 Hybrid,USD,43800.0,Toyota,RAV4,2.5 Hybrid,Usado,2020,65000,180 hp,Automática,4x4,Híbrido,5,Sí,color_no_especificado,Tienda no oficial,128850007,NORTE MOTORS,2024-09-24T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-680683094-toyota-rav4-2020-25-hybrid-_JM,Moderado kilometraje,Gama alta,66240.0,33.8768115942029
340,MLU685140638,Jetour X70 Confort,USD,24500.0,Jetour,X70,1.5t Comfort Mt,Usado,2023,30000,147 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Negro,Tienda no oficial,747336689,AMAYASELECCIONADOS,2024-10-29T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-685140638-jetour-x70-confort-_JM,Pocos kilometraje,Gama media,26902.5,8.930396803271073
