,id,titulo,moneda,precio_usado,marca,modelo,version,condicion,anio_vehiculo,kilometraje,potencia,transmision,control_traccion,tipo_combustible,puertas,aire_acondicionado,color,tienda_oficial,id_seller,nickname,fecha_baja_publicacion,tipo_anuncio,enlace_publicacion,cat_kilometros,segmento_economico,precio_nuevo,depreciacion
0,MLU687042826,Byd E2 Amaya Motors,USD,27990.0,BYD,New E2,0.0 Gs At,Usado,2024,2500,93 hp,Automática,Delantera,Eléctrico,5,aire_acondicionado_no_especificado,Gris,Tienda no oficial,174345530,AMAYA PEUGEOT,2024-11-12T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-687042826-byd-e2-amaya-motors-_JM,Como nuevo,Gama media,28990.0,3.449465332873405
1,MLU687430608,Byd E2 Gs Dolphin !!! Como Nuevo !!!,USD,27500.0,BYD,New E2,0.0 Gs At,Usado,2024,11000,93 hp,Automática,Delantera,Eléctrico,5,Sí,Gris,Tienda no oficial,54962108,PEREIRA AUTOMOVILES,2024-11-16T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-687430608-byd-e2-gs-dolphin-como-nuevo--_JM,Como nuevo,Gama media,28990.0,5.139703345981373
2,MLU687068542,Byd E2 Gs,USD,27990.0,BYD,New E2,0.0 Gs At,Usado,2024,2700,93 hp,Automática,Delantera,Eléctrico,5,aire_acondicionado_no_especificado,Gris,Tienda no oficial,1220030869,AMAYAPEUGEOT DELACOSTA,2024-11-12T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-687068542-byd-e2-gs-_JM,Como nuevo,Gama media,28990.0,3.449465332873405
3,MLU687060722,Byd E2,USD,27990.0,BYD,New E2,0.0 Gs At,Usado,2024,2700,93 hp,Automática,Delantera,Eléctrico,5,aire_acondicionado_no_especificado,Gris,Tienda no oficial,747336689,AMAYASELECCIONADOS,2024-11-12T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-687060722-byd-e2-_JM,Como nuevo,Gama media,28990.0,3.449465332873405
4,MLU687369016,Byd New E2 2024 0.0 Gs At,USD,27300.0,BYD,New E2,0.0 Gs At,Usado,2024,11700,93 hp,Automática,Delantera,Eléctrico,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,146878453,SABE1996,2024-08-19T04:00:13.751Z,silver,https://auto.mercadolibre.com.uy/MLU-687369016-byd-new-e2-2024-00-gs-at-_JM,Como nuevo,Gama media,28990.0,5.829596412556054
5,MLU686571566,Byd New E2 2024 0.0 Gs At,USD,26800.0,BYD,New E2,0.0 Gs At,Usado,2024,6000,93 hp,Automática,Delantera,Eléctrico,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,116453706,ACU ARIUS,2024-08-10T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-686571566-byd-new-e2-2024-00-gs-at-_JM,Como nuevo,Gama media,28990.0,7.554329078992756
6,MLU687399368,Suzuki Alto 800 Std Full Año 2019,USD,7900.0,Suzuki,Alto 800,0.8 Std,Usado,2019,41435,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Rojo,Shopping de Autos,164934290,SHOPPINGDEAUTOS,2025-07-22T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687399368-suzuki-alto-800-std-full-ano-2019-_JM,Pocos kilometraje,Gama baja,10400.0,24.03846153846154
7,MLU687464366,Suzuki Alto 800 Std Full Año 2019,USD,7900.0,Suzuki,Alto 800,0.8 Std,Usado,2019,41435,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Rojo,Shopping de Autos,164934290,SHOPPINGDEAUTOS,2025-07-22T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687464366-suzuki-alto-800-std-full-ano-2019-_JM,Pocos kilometraje,Gama baja,10400.0,24.03846153846154
8,MLU685222712,Suzuki Celerio Extra Full,USD,9300.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2011,132229,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Gris,Shopping de Autos,166048088,SHOPPINGDEAUTOS01,2025-07-01T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685222712-suzuki-celerio-extra-full-_JM,Bastante kilometraje,Gama media,17790.0,47.72344013490725
9,MLU682237602,Suzuki Dzire Gl Año 2019 Retira Con 8.990 Y Financia,USD,8990.0,Suzuki,Dzire,Gl,Usado,2019,80000,potencia_no_especificado,Manual,Delantera,Nafta,5,Sí,Plateado,Tienda no oficial,327476360,JUNCALAUTOMOVILES,2024-10-09T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-682237602-suzuki-dzire-gl-ano-2019-retira-con-8990-y-financia-_JM,Moderado kilometraje,Gama media,18690.0,51.89941144997324
10,MLU681874362,Suzuki Alto 800 Ga Hatch,USD,7900.0,Suzuki,Alto,0.8 800,Usado,2015,141106,48 hp,Manual,Delantera,Nafta,5,Sí,Azul,Shopping de Autos,144511449,SHOPPINGDEAUTOS02,2024-10-07T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-681874362-suzuki-alto-800-ga-hatch-_JM,Bastante kilometraje,Gama baja,12990.0,39.18398768283295
11,MLU687423314,Peugeot 208,USD,13990.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2021,25000,68 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,297236176,CASE7397470,2024-08-20T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687423314-peugeot-208-_JM,Pocos kilometraje,Gama media,16458.75,14.999620262778157
12,MLU685714100,Suzuki Celerio,USD,12490.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2019,60000,68 hp,Manual,Delantera,Nafta,5,Sí,Azul,Usados Fidocar,1198841881,USADOS FIDOCAR,2024-10-31T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685714100-suzuki-celerio-_JM,Moderado kilometraje,Gama media,16458.75,24.113313586997798
13,MLU676544024,Suzuki Celerio 2017,USD,11890.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2017,80000,65 hp,Manual,Delantera,Nafta,5,Sí,Gris,Usados Fidocar,1198841881,USADOS FIDOCAR,2024-08-11T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-676544024-suzuki-celerio-2017-_JM,Moderado kilometraje,Gama media,17790.0,33.16469926925239
14,MLU685950524,Suzuki Celerio ((gl Motors)) Finaniamos 100% En Pesos,USD,10990.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,130000,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,GL Motors,176990128,GL MOTORS.AUTOMOTORA,2024-11-02T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685950524-suzuki-celerio-gl-motors-finaniamos-100-en-pesos-_JM,Bastante kilometraje,Gama media,17790.0,38.223721191680724
15,MLU677343210,Suzuki Dzire Gl ((gl Motors)) Financiamos 100% En Pesos ,USD,15990.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2019,65000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Marrón,GL Motors,176990128,GL MOTORS.AUTOMOTORA,2024-08-21T18:09:10.830Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-677343210-suzuki-dzire-gl-gl-motors-financiamos-100-en-pesos-_JM,Moderado kilometraje,Gama media,18690.0,14.446227929373997
16,MLU687202212,Celerio Gl Automatico 2023 Con 5.000 Km Origen Financio 100%,USD,16490.0,Suzuki,Celerio,1.0 Gl 5p At,Usado,2024,5300,68 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,37976422,CHITALIN,2024-08-17T04:00:51.708Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687202212-celerio-gl-automatico-2023-con-5000-km-origen-financio-100-_JM,Como nuevo,Gama media,17790.0,7.307476110174255
17,MLU686090800,Suzuki Dzire 1.2 Gl 4p- Único Dueño,USD,13250.0,Suzuki,Dzire,1.2 Glx 4p,Usado,2021,53000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Azul,Tienda no oficial,120303844,GLOBAL PRODUCTION,2024-08-04T04:00:40.272Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686090800-suzuki-dzire-12-gl-4p-unico-dueno-_JM,Moderado kilometraje,Gama media,19990.0,33.71685842921461
18,MLU677512058,Suzuki Celerio Ga 2017 Automotora Union,USD,9900.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2017,128000,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,171524902,AUTOMOTORA UNION,2024-08-22T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-677512058-suzuki-celerio-ga-2017-automotora-union-_JM,Bastante kilometraje,Gama media,17790.0,44.35075885328836
19,MLU685975020,Suzuki Alto 2014 0.8 800,USD,7000.0,Suzuki,Alto,0.8 800,Usado,2014,132000,48 hp,Manual,Delantera,Nafta,5,No,Azul,Tienda no oficial,1118806484,NICOLAS_SELECTED_CARS,2024-08-04T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685975020-suzuki-alto-2014-08-800-_JM,Bastante kilometraje,Gama baja,12990.0,46.11239414934565
20,MLU685709318,Suzuki Celerio 1.0 Ga 5p 2015 Full,USD,10000.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2015,95000,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,42377346,LUISDUDOY,2024-08-02T04:00:12.201Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685709318-suzuki-celerio-10-ga-5p-2015-full-_JM,Moderado kilometraje,Gama media,17790.0,43.78864530635188
21,MLU684787714,Suzuki Celerio 1.0 Ga 5p,USD,8500.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2012,111900,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,42377346,LUISDUDOY,2024-07-27T04:00:44.306Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-684787714-suzuki-celerio-10-ga-5p-_JM,Bastante kilometraje,Gama media,17790.0,52.220348510399106
22,MLU640072951,Suzuki Dzire,USD,14900.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2020,65000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Gris,Tienda no oficial,136305000,OLIVA AUTOMOTORES,2024-09-17T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-640072951-suzuki-dzire-_JM,Moderado kilometraje,Gama media,18690.0,20.278223649010165
23,MLU642483683,Suzuki Alto 2017 0.8 800,USD,9200.0,Suzuki,Alto,0.8 800,Usado,2017,38743,48 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,1589667938,LOPEZCARLOS20231211213935,2024-08-09T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642483683-suzuki-alto-2017-08-800-_JM,Pocos kilometraje,Gama baja,12990.0,29.176289453425714
24,MLU642605055,Suzuki Dzire 1.2 Gl  4p,USD,13700.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2018,100189,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Gris,Tienda no oficial,60605538,BIG_DANI,2024-08-11T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642605055-suzuki-dzire-12-gl-4p-_JM,Bastante kilometraje,Gama media,18690.0,26.698769395398607
25,MLU680117178,Suzuki Celerio Gl 1.0 2020 Impecable!,USD,12800.0,Suzuki,Celerio,Gl,Usado,2020,77000,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Gris oscuro,Vipercar automoviles,284711557,VIPERCAR AUTOMOVILES_4,2024-09-19T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-680117178-suzuki-celerio-gl-10-2020-impecable-_JM,Moderado kilometraje,Gama media,16582.85714285714,22.811853893866292
26,MLU686481644,Suzuki Celerio 2021 1.0 Gl 5p,USD,13200.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2021,57000,68 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,334224224,FENA4325151,2024-08-09T04:00:18.176Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686481644-suzuki-celerio-2021-10-gl-5p-_JM,Moderado kilometraje,Gama media,16458.75,19.799498746867165
27,MLU686350946,Suzuki Dzire 1.2 4p,USD,17800.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2023,7000,83 hp,Manual,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,273965011,MANJISAI KOJO,2024-08-07T04:01:24.810Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686350946-suzuki-dzire-12-4p-_JM,Como nuevo,Gama media,18690.0,4.761904761904762
28,MLU687467660,Suzuki Celerio 2016 1.0 Ga 5p,USD,10800.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,87600,65 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,176596942,DANIBANK,2024-08-17T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687467660-suzuki-celerio-2016-10-ga-5p-_JM,Moderado kilometraje,Gama media,17790.0,39.29173693086003
29,MLU679671570,Suzuki Celerio Gl 1.0 2021 Impecable!,USD,13300.0,Suzuki,Celerio,Gl,Usado,2021,48600,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Blanco,Tienda no oficial,701821155,PEDERNAL AUTOMÓVILES,2024-09-11T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-679671570-suzuki-celerio-gl-10-2021-impecable-_JM,Pocos kilometraje,Gama media,16582.85714285714,19.796691936595444
30,MLU676020146,Suzuki Dzire 2019 1.2 Ga 4p,USD,12600.0,Suzuki,Dzire,1.2 Ga 4p,Usado,2019,92000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,225082747,MARIÑO SPORT,2024-08-07T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-676020146-suzuki-dzire-2019-12-ga-4p-_JM,Moderado kilometraje,Gama media,18690.0,32.58426966292135
31,MLU642592623,"Suzuki Baleno Glx 2016 - Único En Uruguay, Excelente Estado",USD,13800.0,Suzuki,Baleno,1.4 Glx 5p,Usado,2016,97000,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,138212911,VINCIPATRICIO,2024-08-11T04:01:43.873Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642592623-suzuki-baleno-glx-2016-unico-en-uruguay-excelente-estado-_JM,Moderado kilometraje,Gama media,25490.0,45.861122008630836
32,MLU684421430,Suzuki Celerio 2018 1.0 Gl 5p At,USD,11590.0,Suzuki,Celerio,1.0 Gl 5p At,Usado,2018,79000,68 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,378040168,GASTONKORTIZ,2024-07-25T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-684421430-suzuki-celerio-2018-10-gl-5p-at-_JM,Moderado kilometraje,Gama media,17790.0,34.85103991006183
33,MLU642602739,Suzuki Celerio - Único Dueño,USD,15000.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2023,12600,68 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,206627118,DESDELAPALOMAROCHA,2024-08-12T04:00:54.381Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642602739-suzuki-celerio-unico-dueno-_JM,Como nuevo,Gama media,16458.75,8.863066757803601
34,MLU686028922,Suzuki Celerio 2012 1.0 Gl 5p,USD,9400.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2012,100200,65 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,186860448,MUJO6059602,2024-08-04T18:07:03.155Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686028922-suzuki-celerio-2012-10-gl-5p-_JM,Bastante kilometraje,Gama media,16458.75,42.88752183489026
35,MLU687072754,Suzuki Celerio,USD,12800.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2021,55000,68 hp,Manual,Delantera,Nafta,5,Sí,Azul,Tienda no oficial,137967866,KM0 MOTORS,2024-11-12T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687072754-suzuki-celerio-_JM,Moderado kilometraje,Gama media,17790.0,28.04946599213041
36,MLU642568749,Suzuki Baleno 2019 1.4 Glx 5p,USD,13900.0,Suzuki,Baleno,1.4 Glx 5p,Usado,2019,85000,95 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,80484524,CARRI657,2024-08-11T04:00:22.696Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642568749-suzuki-baleno-2019-14-glx-5p-_JM,Moderado kilometraje,Gama media,25490.0,45.46881129854845
37,MLU641860507,Suzuki Celerio 1.0 Ga 5p,USD,8980.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2015,125000,65 hp,Manual,Delantera,Nafta,5,Sí,Negro,Tienda no oficial,1217887626,VIROGAJOEL20221014210828,2024-07-30T04:00:16.030Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-641860507-suzuki-celerio-10-ga-5p-_JM,Bastante kilometraje,Gama media,17790.0,49.52220348510399
38,MLU684990488,Suzuki Celerio 1.0 Ga 5p,USD,10900.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2015,140000,65 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,42049772,SEBACARS AUTOMÓVILES,2024-10-27T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-684990488-suzuki-celerio-10-ga-5p-_JM,Bastante kilometraje,Gama media,17790.0,38.72962338392355
39,MLU687610570,Suzuki Celerio 2016 1.0 Ga 5p,USD,10500.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,149000,65 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,68693399,MARTINEZDAMIAN97,2024-08-21T17:37:53.852Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687610570-suzuki-celerio-2016-10-ga-5p-_JM,Bastante kilometraje,Gama media,17790.0,40.97807757166947
40,MLU642311113,Suzuki Dzire 1.2 Gl 4p,USD,12800.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2018,89000,83 hp,Manual,Delantera,Nafta,5,Sí,Marrón,Tienda no oficial,552937,MARCELLO ILAUT,2024-08-07T04:00:19.973Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642311113-suzuki-dzire-12-gl-4p-_JM,Moderado kilometraje,Gama media,18690.0,31.514178705189945
41,MLU687402696,Suzuki Celerio 2016 1.0 Ga 5p,USD,6500.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,87600,65 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,176596942,DANIBANK,2024-08-17T04:00:09.195Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687402696-suzuki-celerio-2016-10-ga-5p-_JM,Moderado kilometraje,Gama media,17790.0,63.462619449128724
42,MLU685218840,Suzuki Dzire 1.2 Gl 4p,USD,15300.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2020,50000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Plateado,Tienda no oficial,55878143,JONAS AUTOS,2024-07-31T04:00:12.644Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685218840-suzuki-dzire-12-gl-4p-_JM,Moderado kilometraje,Gama media,18690.0,18.138041733547354
43,MLU686054294,Suzuki Alto 2015 Full Impecable!!!,USD,8500.0,Suzuki,Alto,0.8 800,Usado,2015,100500,48 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,91801283,LRODRIGUEZ1278,2024-08-04T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686054294-suzuki-alto-2015-full-impecable-_JM,Bastante kilometraje,Gama baja,12990.0,34.565050038491144
44,MLU687460448,Suzuki Celerio En Excelente Estado!!,USD,9500.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2015,92800,65 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,211471952,FEFA3731952,2024-08-19T04:01:26.525Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687460448-suzuki-celerio-en-excelente-estado-_JM,Moderado kilometraje,Gama media,17790.0,46.59921304103429
45,MLU687312450,Suzuki Celerio 2019 1.0 Gl 5p,USD,9350.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2019,53000,68 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,269237892,BEXI8223655,2024-08-16T04:00:11.324Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687312450-suzuki-celerio-2019-10-gl-5p-_JM,Moderado kilometraje,Gama media,16458.75,43.19131161236424
46,MLU686190028,Suzuki Alto 0.8 800,USD,9490.0,Suzuki,Alto,0.8 800,Usado,2017,79500,48 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,166387387,SONIDOYLUCESCOSTA,2024-08-06T04:00:15.459Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686190028-suzuki-alto-08-800-_JM,Moderado kilometraje,Gama baja,12990.0,26.943802925327176
47,MLU684351104,Suzuki Alto 2014 0.8 800,USD,7500.0,Suzuki,Alto,0.8 800,Usado,2014,78000,48 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,81197075,FLACKK,2024-07-25T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-684351104-suzuki-alto-2014-08-800-_JM,Moderado kilometraje,Gama baja,12990.0,42.263279445727484
48,MLU681891820,Suzuki Celerio  - Nuevo - Permuto Financio,USD,10990.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,89200,65 hp,Manual,Delantera,Nafta,5,Sí,Rojo,Tienda no oficial,1163642499,GALLINAL AUTOMOVILES1964,2024-10-08T07:03:14.266Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-681891820-suzuki-celerio-nuevo-permuto-financio-_JM,Moderado kilometraje,Gama media,17790.0,38.223721191680724
49,MLU687507132,Suzuki Celerio 2021 1.0 Gl 5p,USD,13300.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2021,79500,68 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,41015112,CASTELLANOS.GUILLERMO,2024-08-19T04:00:13.868Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687507132-suzuki-celerio-2021-10-gl-5p-_JM,Moderado kilometraje,Gama media,16458.75,19.19191919191919
50,MLU687262754,Suzuki Celerio 1.0  Extra Full Muy Cuidado,USD,9300.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2014,123000,65 hp,Manual,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,39748965,RVCAMPI,2024-08-16T04:00:38.208Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687262754-suzuki-celerio-10-extra-full-muy-cuidado-_JM,Bastante kilometraje,Gama media,16458.75,43.49510138983823
51,MLU642477263,Suzuki Dzire 1.2 Gl 4p,USD,15900.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2022,70000,83 hp,Manual,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,67758380,MARPAFOR,2024-08-08T04:00:25.298Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642477263-suzuki-dzire-12-gl-4p-_JM,Moderado kilometraje,Gama media,18690.0,14.92776886035313
52,MLU687476692,Suzuki Dzire,USD,12500.0,Suzuki,Dzire,1.2 Ga 4p,Usado,2019,105000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Blanco,Tienda no oficial,149342764,DEFA8886080,2024-08-21T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687476692-suzuki-dzire-_JM,Bastante kilometraje,Gama media,18690.0,33.119315141787055
53,MLU687429208,Suzuki Celerio 2016 1.0 Ga 5p,USD,9500.0,Suzuki,Celerio,1.0 Ga 5p,Usado,2016,142000,65 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,6943853,SYNERGY10,2024-08-18T04:00:18.540Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687429208-suzuki-celerio-2016-10-ga-5p-_JM,Bastante kilometraje,Gama media,17790.0,46.59921304103429
54,MLU686571298,Suzuki Dzire 2020 1.2 Gl 4p,USD,14690.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2020,86000,83 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,171973839,GUFE4831380,2024-08-09T04:00:09.826Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686571298-suzuki-dzire-2020-12-gl-4p-_JM,Moderado kilometraje,Gama media,18690.0,21.401819154628143
55,MLU642305725,Suzuki Alto 800 0.8 Std,USD,8700.0,Suzuki,Alto 800,0.8 Std,Usado,2021,95000,48 hp,Manual,Delantera,Nafta,5,aire_acondicionado_no_especificado,Blanco,Tienda no oficial,308330771,SEMA9338277,2024-08-06T04:00:39.579Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642305725-suzuki-alto-800-08-std-_JM,Moderado kilometraje,Gama baja,10400.0,16.346153846153847
56,MLU686100588,Suzuki Celerio 2020 1.0 Gl 5p,USD,12500.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2020,60000,68 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,173623948,ANJA4904370,2024-08-05T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686100588-suzuki-celerio-2020-10-gl-5p-_JM,Moderado kilometraje,Gama media,16458.75,24.052555631503
57,MLU687026082,Suzuki Alto 2013 0.8 800,USD,8250.0,Suzuki,Alto,0.8 800,Usado,2013,35000,48 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,692505550,NICOLINIOMAR20220427144907,2024-08-13T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687026082-suzuki-alto-2013-08-800-_JM,Pocos kilometraje,Gama baja,12990.0,36.489607390300236
58,MLU641847067,Suzuki Dzire Gl 2023,USD,16900.0,Suzuki,Dzire,1.2 Gl 4p,Usado,2023,39500,83 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,46744413,TEO011,2024-07-30T04:00:19.973Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-641847067-suzuki-dzire-gl-2023-_JM,Pocos kilometraje,Gama media,18690.0,9.577314071696094
59,MLU639686167,Suzuki Celerio Gl 1.0 C/64581,USD,13190.0,Suzuki,Celerio,1.0 Gl 5p,Usado,2019,43289,68 hp,Manual,Delantera,Nafta,5,Sí,Gris,CARPER USADOS,533261160,CARPERUSADOS2,2024-09-06T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-639686167-suzuki-celerio-gl-10-c64581-_JM,Pocos kilometraje,Gama media,16458.75,19.860256702361966
60,MLU639763615,Suzuki Baleno Glx Sedan 1.4 C/64806,USD,14990.0,Suzuki,Baleno,1.4 Glx 5p,Usado,2017,99824,65 hp,Manual,Delantera,Nafta,5,Sí,Gris,CARPER USADOS,329923617,CARPERUSADOS,2024-09-06T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-639763615-suzuki-baleno-glx-sedan-14-c64806-_JM,Moderado kilometraje,Gama media,25490.0,41.19262455865045
